route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q44+,CS_C4-Weekday,CS_C4-Weekday-039600_SBS44_931,SELECT BUS BRONX ZOO via MAIN ST,0,35931202,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-040200_SBS44_932,SELECT BUS BRONX ZOO via MAIN ST,0,35931203,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-040700_SBS44_910,SELECT BUS BRONX ZOO via MAIN ST,0,35931176,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-041200_SBS44_904,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931184,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-150500_SBS44_976,SELECT BUS BRONX ZOO via MAIN ST,0,35931165,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-041700_SBS44_934,SELECT BUS BRONX ZOO via MAIN ST,0,35931205,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-042200_SBS44_935,SELECT BUS BRONX ZOO via MAIN ST,0,35931207,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-042700_SBS44_936,SELECT BUS BRONX ZOO via MAIN ST,0,35931208,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-043200_SBS44_911,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931177,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-043700_SBS44_939,SELECT BUS BRONX ZOO via MAIN ST,0,35931209,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-044300_SBS44_940,SELECT BUS BRONX ZOO via MAIN ST,0,35931211,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-044900_SBS44_912,SELECT BUS BRONX ZOO via MAIN ST,0,35931179,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-045500_SBS44_919,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931188,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-046100_SBS44_908,SELECT BUS BRONX ZOO via MAIN ST,0,35931212,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-046700_SBS44_913,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931180,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-146500_SBS44_975,SELECT BUS BRONX ZOO via MAIN ST,0,35931223,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-047300_SBS44_938,SELECT BUS BRONX ZOO via MAIN ST,0,35931182,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-047900_SBS44_922,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931191,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-048500_SBS44_915,SELECT BUS BRONX ZOO via MAIN ST,0,35931183,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-049100_SBS44_923,SELECT BUS BRONX ZOO via MAIN ST,0,35931194,SBS440148
