shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
S01:N23,7420,47.505034,-122.290148,37968.3
S01:N23,7421,47.505171,-122.290175,38018.7
S01:N23,7422,47.505310,-122.290186,38069.6
S01:N23,7423,47.505450,-122.290179,38120.6
S01:N23,7424,47.505589,-122.290155,38171.5
S01:N23,7425,47.505726,-122.290113,38222.5
S01:N23,7426,47.505846,-122.290062,38268.4
S01:N23,7427,47.505977,-122.289989,38319.3
S01:N23,7428,47.506103,-122.289900,38370.2
S01:N23,7429,47.506223,-122.289795,38421.2
S01:N23,7430,47.506338,-122.289676,38472.2
S01:N23,7431,47.506445,-122.289544,38523.1
S01:N23,7432,47.506534,-122.289413,38569.0
S01:N23,7433,47.506625,-122.289257,38619.9
S01:N23,7434,47.506707,-122.289091,38670.9
S01:N23,7435,47.506773,-122.288932,38716.7
S01:N23,7436,47.506836,-122.288748,38767.7
S01:N23,7437,47.506892,-122.288537,38823.7
S01:N23,7438,47.506936,-122.288320,38879.7
S01:N23,7439,47.506968,-122.288082,38939.7
S01:N23,7440,47.506989,-122.287828,39003.1
S01:N23,7441,47.507325,-122.281243,40635.0
S01:N23,7442,47.507355,-122.280839,40735.6
S01:N23,7443,47.507396,-122.280534,40812.4
S01:N23,7444,47.507425,-122.280383,40851.3
S01:N23,7445,47.507466,-122.280213,40895.7
S01:N23,7446,47.507513,-122.280047,40940.1
S01:N23,7447,47.507560,-122.279906,40979.0
S01:N23,7448,47.507620,-122.279749,41023.5
S01:N23,7449,47.507686,-122.279599,41067.9
S01:N23,7450,47.507759,-122.279454,41112.3
S01:N23,7451,47.507827,-122.279334,41151.2
S01:N23,7452,47.507910,-122.279203,41195.6
S01:N23,7453,47.507988,-122.279095,41234.5
S01:N23,7454,47.508081,-122.278979,41278.9
S01:N23,7455,47.508179,-122.278872,41323.3
S01:N23,7456,47.508281,-122.278774,41367.8
S01:N23,7457,47.508374,-122.278696,41406.6
S01:N23,7458,47.508483,-122.278617,41451.1
S01:N23,7459,47.508595,-122.278547,41495.5
S01:N23,7460,47.508754,-122.278469,41556.6
S01:N23,7461,47.508917,-122.278411,41617.6
S01:N23,7462,47.509082,-122.278373,41678.7
S01:N23,7463,47.509261,-122.278355,41744.0
S01:N23,7464,47.509477,-122.278352,41822.8
S01:N23,7465,47.510175,-122.278374,42077.5
S01:N23,7466,47.510496,-122.278394,42194.9
S01:N23,7467,47.510815,-122.278425,42311.5
S01:N23,7468,47.512117,-122.278583,42788.0
S01:N23,7469,47.513404,-122.278773,43259.8
S01:N23,7470,47.513749,-122.278807,43385.8
S01:N23,7471,47.514522,-122.278859,43668.2
S01:N23,7472,47.515580,-122.278987,44055.4
S01:N23,7473,47.515827,-122.279031,44146.1
S01:N23,7474,47.516804,-122.279232,44506.0
S01:N23,7475,47.517810,-122.279464,44877.3
S01:N23,7476,47.519286,-122.279779,45421.2
S01:N23,7477,47.519606,-122.279829,45538.5
S01:N23,7478,47.519776,-122.279844,45600.6
S01:N23,7479,47.519946,-122.279850,45662.7
S01:N23,7480,47.520164,-122.279846,45742.4
S01:N23,7481,47.520383,-122.279828,45822.3
S01:N23,7482,47.520601,-122.279796,45902.1
S01:N23,7483,47.520803,-122.279754,45976.6
S01:N23,7484,47.524141,-122.278862,47214.1
S01:N23,7485,47.524323,-122.278818,47281.4
S01:N23,7486,47.524502,-122.278787,47347.0
S01:N23,7487,47.524681,-122.278771,47412.6
S01:N23,7488,47.524841,-122.278769,47470.9
S01:N23,7489,47.525021,-122.278779,47536.5
S01:N23,7490,47.525200,-122.278804,47602.1
S01:N23,7491,47.525378,-122.278842,47667.7
S01:N23,7492,47.525554,-122.278895,47733.3
S01:N23,7493,47.525728,-122.278961,47798.9
S01:N23,7494,47.525942,-122.279062,47880.7
S01:N23,7495,47.528399,-122.280300,48827.8
S01:N23,7496,47.528608,-122.280388,48907.1
S01:N23,7497,47.528820,-122.280463,48986.3
S01:N23,7498,47.529033,-122.280524,49065.6
S01:N23,7499,47.529248,-122.280571,49144.9
S01:N23,7500,47.529536,-122.280612,49250.6
S01:N23,7501,47.529836,-122.280628,49359.9
S01:N23,7502,47.535905,-122.280743,51573.8
S01:N23,7503,47.536169,-122.280770,51670.4
S01:N23,7504,47.536432,-122.280822,51767.1
S01:N23,7505,47.536692,-122.280899,51863.8
S01:N23,7506,47.536927,-122.280991,51952.4
S01:N23,7507,47.537185,-122.281115,52051.6
S01:N23,7508,47.540581,-122.282868,53363.7
S01:N23,7509,47.541004,-122.283080,53526.7
S01:N23,7510,47.545440,-122.285222,55229.2
S01:N23,7511,47.546703,-122.285855,55715.6
S01:N23,7512,47.549564,-122.287222,56812.6
S01:N23,7513,47.551274,-122.288058,57469.7
S01:N23,7514,47.553928,-122.289334,58487.4
S01:N23,7515,47.554387,-122.289549,58663.1
S01:N23,7516,47.555495,-122.290044,59085.4
S01:N23,7517,47.555750,-122.290171,59183.5
S01:N23,7518,47.555987,-122.290308,59276.4
S01:N23,7519,47.556972,-122.290912,59665.6
S01:N23,7520,47.565793,-122.296493,63165.6
S01:N23,7521,47.565927,-122.296574,63218.5
S01:N23,7522,47.566071,-122.296652,63274.4
S01:N23,7523,47.566220,-122.296720,63331.2
S01:N23,7524,47.566352,-122.296771,63381.0
S01:N23,7525,47.566542,-122.296830,63452.0
S01:N23,7526,47.566735,-122.296873,63523.1
S01:N23,7527,47.566929,-122.296898,63594.2
S01:N23,7528,47.567124,-122.296906,63665.2
S01:N23,7529,47.567305,-122.296900,63731.4
S01:N23,7530,47.568160,-122.296845,64043.7
S01:N23,7531,47.568444,-122.296834,64147.1
S01:N23,7532,47.570664,-122.296855,64956.8
S01:N23,7533,47.572618,-122.296831,65669.9
S01:N23,7534,47.574918,-122.296788,66508.6
S01:N23,7535,47.575089,-122.296799,66571.0
S01:N23,7536,47.575258,-122.296830,66633.4
S01:N23,7537,47.575425,-122.296881,66695.7
S01:N23,7538,47.575575,-122.296945,66752.3
S01:N23,7539,47.575735,-122.297034,66814.7
S01:N23,7540,47.575904,-122.297152,66882.8
S01:N23,7541,47.577182,-122.298124,67407.2
S01:N23,7542,47.577328,-122.298244,67468.1
S01:N23,7543,47.577464,-122.298387,67529.2
S01:N23,7544,47.577589,-122.298552,67590.2
S01:N23,7545,47.577700,-122.298738,67651.3
S01:N23,7546,47.577794,-122.298942,67712.4
S01:N23,7547,47.577838,-122.299058,67745.3
S01:N23,7548,47.577883,-122.299196,67782.8
S01:N23,7549,47.577920,-122.299338,67820.4
S01:N23,7550,47.577948,-122.299474,67855.6
S01:N23,7551,47.578368,-122.301935,68482.0
S01:N23,7552,47.578443,-122.302319,68580.7
S01:N23,7553,47.578534,-122.302706,68681.9
S01:N23,7554,47.578627,-122.303053,68773.9
S01:N23,7555,47.578744,-122.303428,68875.8
S01:N23,7556,47.579775,-122.306501,69722.5
S01:N23,7557,47.579902,-122.306901,69831.6
S01:N23,7558,47.579983,-122.307214,69914.2
S01:N23,7559,47.580044,-122.307507,69989.9
S01:N23,7560,47.580091,-122.307806,70065.7
S01:N23,7561,47.580126,-122.308138,70148.4
S01:N23,7562,47.580143,-122.308443,70224.2
S01:N23,7563,47.580146,-122.308751,70300.0
S01:N23,7564,47.580134,-122.309057,70375.7
S01:N23,7565,47.580108,-122.309362,70451.5
S01:N23,7566,47.580068,-122.309663,70527.3
S01:N23,7567,47.580015,-122.309960,70603.1
S01:N23,7568,47.579954,-122.310224,70672.0
S01:N23,7569,47.579869,-122.310531,70753.8
S01:N23,7570,47.579131,-122.312926,71403.2
S01:N23,7571,47.579031,-122.313229,71486.6
S01:N23,7572,47.578940,-122.313474,71555.6
S01:N23,7573,47.578830,-122.313740,71632.4
S01:N23,7574,47.578703,-122.314014,71714.4
S01:N23,7575,47.577829,-122.315777,72254.1
S01:N23,7576,47.577731,-122.315995,72318.6
S01:N23,7577,47.577641,-122.316226,72384.3
S01:N23,7578,47.577546,-122.316513,72463.0
S01:N23,7579,47.577462,-122.316835,72548.3
S01:N23,7580,47.577400,-122.317141,72627.1
S01:N23,7581,47.577355,-122.317453,72705.9
S01:N23,7582,47.577333,-122.317690,72764.9
S01:N23,7583,47.577320,-122.317928,72824.0
S01:N23,7584,47.577316,-122.318168,72883.1
S01:N23,7585,47.577323,-122.318433,72948.7
S01:N23,7586,47.577353,-122.318824,73045.7
S01:N23,7587,47.577468,-122.319923,73320.2
S01:N23,7588,47.577482,-122.320108,73366.1
S01:N23,7589,47.577490,-122.320295,73412.5
S01:N23,7590,47.577494,-122.323604,74229.2
S01:N23,7591,47.577498,-122.323832,74285.6
S01:N23,7592,47.577508,-122.324054,74340.3
S01:N23,7593,47.577658,-122.326254,74886.2
S01:N23,7594,47.577683,-122.326514,74950.8
S01:N23,7595,47.577716,-122.326690,74996.1
S01:N23,7596,47.577741,-122.326775,75018.9
S01:N23,7597,47.577771,-122.326857,75041.8
S01:N23,7598,47.577806,-122.326934,75064.6
S01:N23,7599,47.577845,-122.327006,75087.5
S01:N23,7600,47.577929,-122.327124,75129.9
S01:N23,7601,47.577987,-122.327186,75156.0
S01:N23,7602,47.578042,-122.327232,75178.9
S01:N23,7603,47.578098,-122.327271,75201.7
S01:N23,7604,47.578166,-122.327306,75227.8
S01:N23,7605,47.578235,-122.327331,75253.7
S01:N23,7606,47.578305,-122.327347,75279.5
S01:N23,7607,47.578482,-122.327362,75344.2
S01:N23,7608,47.580586,-122.327362,76111.7
S01:N23,7609,47.587892,-122.327357,78776.5
S01:N23,7610,47.588131,-122.327350,78864.0
S01:N23,7611,47.588326,-122.327325,78935.4
S01:N23,7612,47.588479,-122.327292,78991.8
S01:N23,7613,47.589065,-122.327139,79208.7
S01:N23,7614,47.589218,-122.327112,79265.1
S01:N23,7615,47.589355,-122.327098,79315.2
S01:N23,7616,47.589561,-122.327093,79390.2
S01:N23,7617,47.592711,-122.327093,80539.3
S01:N23,7618,47.592912,-122.327114,80612.6
S01:N23,7619,47.593107,-122.327167,80685.1
S01:N23,7620,47.593248,-122.327223,80738.2
S01:N23,7621,47.593748,-122.327448,80928.9
S01:N23,7622,47.593980,-122.327540,81016.6
S01:N23,7623,47.595367,-122.328053,81538.1
S01:N23,7624,47.595545,-122.328104,81604.0
S01:N23,7625,47.595707,-122.328134,81663.9
S01:N23,7626,47.595855,-122.328146,81717.8
S01:N23,7627,47.596009,-122.328143,81774.0
S01:N23,7628,47.596137,-122.328130,81820.9
S01:N23,7629,47.596439,-122.328084,81931.5
S01:N23,7630,47.596615,-122.328072,81995.7
S01:N23,7631,47.596767,-122.328075,82051.2
S01:N23,7632,47.597237,-122.328104,82222.8
S01:N23,7633,47.597320,-122.328103,82253.3
S01:N23,7634,47.597376,-122.328093,82273.6
S01:N23,7635,47.597430,-122.328074,82293.9
S01:N23,7636,47.597659,-122.327966,82381.7
S01:N23,7637,47.597719,-122.327951,82403.9
S01:N23,7638,47.597795,-122.327944,82431.6
S01:N23,7639,47.599558,-122.327935,83074.8
S01:N23,7640,47.599760,-122.327952,83148.4
S01:N23,7641,47.599929,-122.327996,83211.2
S01:N23,7642,47.600019,-122.328031,83245.0
S01:N23,7643,47.600107,-122.328075,83278.9
S01:N23,7644,47.600265,-122.328177,83341.6
S01:N23,7645,47.600413,-122.328306,83404.4
S01:N23,7646,47.600551,-122.328459,83467.2
S01:N23,7647,47.600631,-122.328565,83506.5
S01:N23,7648,47.600726,-122.328707,83555.7
S01:N23,7649,47.601789,-122.330360,84118.6
S01:N23,7650,47.601935,-122.330559,84190.9
S01:N23,7651,47.602060,-122.330695,84247.6
S01:N23,7652,47.603100,-122.331648,84694.0
S01:N23,7653,47.603431,-122.331918,84831.7
S01:N23,7654,47.603576,-122.332045,84893.3
S01:N23,7655,47.604241,-122.332660,85179.3
S01:N23,7656,47.606897,-122.335087,86318.1
S01:N23,7657,47.607016,-122.335201,86370.1
S01:N23,7658,47.607305,-122.335496,86498.0
S01:N23,7659,47.608281,-122.336390,86916.9
S01:N23,7660,47.608705,-122.336744,87094.4
S01:N23,7661,47.610078,-122.337994,87682.6
S01:N23,7662,47.610192,-122.338086,87730.1
S01:N23,7663,47.610296,-122.338146,87770.5
S01:N23,7664,47.610403,-122.338181,87810.7
S01:N23,7665,47.610513,-122.338192,87850.8
S01:N23,7666,47.610595,-122.338184,87881.0
S01:N23,7667,47.610686,-122.338159,87914.5
S01:N23,7668,47.610773,-122.338117,87948.0
S01:N23,7669,47.610848,-122.338066,87978.1
S01:N23,7670,47.610918,-122.338003,88008.3
S01:N23,7671,47.610991,-122.337918,88041.8
S01:N23,7672,47.611049,-122.337832,88071.9
S01:N23,7673,47.611108,-122.337721,88106.5
S01:N23,7674,47.611170,-122.337581,88148.0
S01:N23,7675,47.611830,-122.336005,88605.1
S01:N23,7676,47.612067,-122.335482,88760.4
S01:N23,7677,47.613495,-122.332068,89750.7
S01:N23,7678,47.613608,-122.331790,89830.7
S01:N23,7679,47.613685,-122.331558,89894.5
S01:N23,7680,47.613722,-122.331414,89932.5
S01:N23,7681,47.613753,-122.331266,89970.6
S01:N23,7682,47.613777,-122.331116,90008.7
S01:N23,7683,47.613793,-122.330964,90046.5
S01:N23,7684,47.613805,-122.330697,90112.5
S01:N23,7685,47.613795,-122.330430,90178.6
S01:N23,7686,47.613779,-122.330269,90218.6
S01:N23,7687,47.613751,-122.330071,90268.6
S01:N23,7688,47.613487,-122.328353,90703.0
S01:N23,7689,47.613437,-122.328006,90790.5
S01:N23,7690,47.613399,-122.327675,90873.4
S01:N23,7691,47.613377,-122.327412,90938.8
S01:N23,7692,47.613363,-122.327147,91004.2
S01:N23,7693,47.613355,-122.326882,91069.6
S01:N23,7694,47.613355,-122.326617,91135.1
S01:N23,7695,47.613362,-122.326352,91200.5
S01:N23,7696,47.613376,-122.326088,91265.9
S01:N23,7697,47.613397,-122.325824,91331.3
S01:N23,7698,47.613425,-122.325563,91396.7
S01:N23,7699,47.613461,-122.325303,91462.1
S01:N23,7700,47.613503,-122.325045,91527.5
S01:N23,7701,47.613552,-122.324790,91593.0
S01:N23,7702,47.613609,-122.324538,91658.4
S01:N23,7703,47.613672,-122.324290,91723.8
S01:N23,7704,47.613741,-122.324045,91789.2
S01:N23,7705,47.613817,-122.323805,91854.6
S01:N23,7706,47.613900,-122.323570,91920.0
S01:N23,7707,47.613989,-122.323339,91985.4
S01:N23,7708,47.614084,-122.323115,92050.8
S01:N23,7709,47.614185,-122.322895,92116.2
S01:N23,7710,47.614292,-122.322682,92181.7
S01:N23,7711,47.614404,-122.322476,92247.1
S01:N23,7712,47.614522,-122.322276,92312.5
S01:N23,7713,47.614646,-122.322084,92377.9
S01:N23,7714,47.614774,-122.321899,92443.3
S01:N23,7715,47.614908,-122.321721,92508.8
S01:N23,7716,47.615046,-122.321552,92574.1
S01:N23,7717,47.615188,-122.321391,92639.6
S01:N23,7718,47.615335,-122.321239,92705.0
S01:N23,7719,47.615486,-122.321095,92770.4
S01:N23,7720,47.615640,-122.320961,92835.8
S01:N23,7721,47.615798,-122.320836,92901.2
S01:N23,7722,47.615960,-122.320720,92966.6
S01:N23,7723,47.616124,-122.320613,93032.0
S01:N23,7724,47.616291,-122.320517,93097.5
S01:N23,7725,47.616461,-122.320431,93162.9
S01:N23,7726,47.616632,-122.320354,93228.3
S01:N23,7727,47.616806,-122.320288,93293.7
S01:N23,7728,47.616981,-122.320232,93359.1
S01:N23,7729,47.617158,-122.320187,93424.5
S01:N23,7730,47.617336,-122.320152,93489.9
S01:N23,7731,47.617514,-122.320127,93555.4
S01:N23,7732,47.617741,-122.320112,93638.3
S01:N23,7733,47.617981,-122.320110,93725.8
S01:N23,7734,47.620069,-122.320141,94487.2
S01:N23,7735,47.620396,-122.320128,94606.9
S01:N23,7736,47.620607,-122.320107,94683.8
S01:N23,7737,47.620817,-122.320077,94760.8
S01:N23,7738,47.621026,-122.320038,94837.7
S01:N23,7739,47.621235,-122.319989,94914.7
S01:N23,7740,47.621442,-122.319931,94991.7
S01:N23,7741,47.621648,-122.319864,95068.6
S01:N23,7742,47.621853,-122.319788,95145.6
S01:N23,7743,47.622056,-122.319702,95222.5
S01:N23,7744,47.622257,-122.319607,95299.5
S01:N23,7745,47.622456,-122.319504,95376.5
S01:N23,7746,47.622653,-122.319391,95453.4
S01:N23,7747,47.622847,-122.319270,95530.4
S01:N23,7748,47.623039,-122.319141,95607.4
S01:N23,7749,47.623228,-122.319002,95684.3
S01:N23,7750,47.623460,-122.318819,95780.3
S01:N23,7751,47.637545,-122.307281,101653.0
S01:N23,7752,47.637950,-122.306959,101820.7
S01:N23,7753,47.638286,-122.306705,101958.5
S01:N23,7754,47.638626,-122.306461,102096.2
S01:N23,7755,47.638968,-122.306226,102233.9
S01:N23,7756,47.639314,-122.306001,102371.6
S01:N23,7757,47.639662,-122.305785,102509.3
S01:N23,7758,47.640013,-122.305580,102647.1
S01:N23,7759,47.640367,-122.305384,102784.8
S01:N23,7760,47.640723,-122.305199,102922.5
S01:N23,7761,47.641081,-122.305023,103060.2
S01:N23,7762,47.641442,-122.304857,103198.0
S01:N23,7763,47.641805,-122.304702,103335.7
S01:N23,7764,47.642169,-122.304557,103473.4
S01:N23,7765,47.642536,-122.304422,103611.1
S01:N23,7766,47.642904,-122.304298,103748.8
S01:N23,7767,47.643273,-122.304183,103886.6
S01:N23,7768,47.643644,-122.304080,104024.3
S01:N23,7769,47.644017,-122.303986,104162.0
S01:N23,7770,47.644390,-122.303904,104299.7
S01:N23,7771,47.644765,-122.303831,104437.5
S01:N23,7772,47.645140,-122.303770,104575.2
S01:N23,7773,47.645516,-122.303719,104712.9
S01:N23,7774,47.645892,-122.303678,104850.6
S01:N23,7775,47.646269,-122.303648,104988.3
S01:N23,7776,47.646647,-122.303628,105126.1
S01:N23,7777,47.647024,-122.303620,105263.8
S01:N23,7778,47.647539,-122.303625,105451.5
S01:N23,7779,47.650312,-122.303696,106463.2
S01:N23,7780,47.652679,-122.303766,107326.9
S01:N23,7781,47.652945,-122.303786,107423.8
S01:N23,7782,47.653164,-122.303818,107504.4
S01:N23,7783,47.653339,-122.303856,107568.8
S01:N23,7784,47.653513,-122.303904,107633.3
S01:N23,7785,47.653685,-122.303962,107697.7
S01:N23,7786,47.653856,-122.304030,107762.1
S01:N23,7787,47.654024,-122.304109,107826.6
S01:N23,7788,47.654190,-122.304198,107891.0
S01:N23,7789,47.654354,-122.304296,107955.5
S01:N23,7790,47.654515,-122.304404,108019.9
S01:N23,7791,47.654673,-122.304522,108084.4
S01:N23,7792,47.654827,-122.304649,108148.8
S01:N23,7793,47.654978,-122.304785,108213.2
S01:N23,7794,47.655125,-122.304930,108277.7
S01:N23,7795,47.655268,-122.305083,108342.1
S01:N23,7796,47.655407,-122.305245,108406.5
S01:N23,7797,47.655541,-122.305415,108471.0
S01:N23,7798,47.655670,-122.305593,108535.4
S01:N23,7799,47.655795,-122.305779,108599.9
S01:N23,7800,47.655914,-122.305972,108664.3
S01:N23,7801,47.656028,-122.306171,108728.7
S01:N23,7802,47.656137,-122.306378,108793.2
S01:N23,7803,47.656239,-122.306590,108857.6
S01:N23,7804,47.656336,-122.306809,108922.1
S01:N23,7805,47.656427,-122.307033,108986.5
S01:N23,7806,47.656512,-122.307263,109050.9
S01:N23,7807,47.656590,-122.307497,109115.4
S01:N23,7808,47.656662,-122.307736,109179.8
S01:N23,7809,47.656727,-122.307979,109244.3
S01:N23,7810,47.656786,-122.308225,109308.7
S01:N23,7811,47.656838,-122.308475,109373.1
S01:N23,7812,47.656884,-122.308729,109437.7
S01:N23,7813,47.656934,-122.309048,109518.5
S01:N23,7814,47.657285,-122.311442,110122.4
S01:N23,7815,47.657323,-122.311670,110180.2
S01:N23,7816,47.657366,-122.311869,110231.7
S01:N23,7817,47.657410,-122.312042,110277.3
S01:N23,7818,47.657462,-122.312211,110323.0
S01:N23,7819,47.657519,-122.312376,110368.6
S01:N23,7820,47.657583,-122.312535,110414.3
S01:N23,7821,47.657653,-122.312689,110459.9
S01:N23,7822,47.657728,-122.312837,110505.6
S01:N23,7823,47.657809,-122.312978,110551.2
S01:N23,7824,47.657895,-122.313112,110596.9
S01:N23,7825,47.657986,-122.313239,110642.5
S01:N23,7826,47.658082,-122.313358,110688.2
S01:N23,7827,47.658182,-122.313469,110733.8
S01:N23,7828,47.658287,-122.313572,110779.5
S01:N23,7829,47.658395,-122.313665,110825.1
S01:N23,7830,47.658506,-122.313750,110870.8
S01:N23,7831,47.658621,-122.313824,110916.4
S01:N23,7832,47.658738,-122.313890,110962.0
S01:N23,7833,47.658857,-122.313945,111007.7
S01:N23,7834,47.658979,-122.313991,111053.4
S01:N23,7835,47.659101,-122.314026,111099.0
S01:N23,7836,47.659225,-122.314050,111144.7
S01:N23,7837,47.659350,-122.314065,111190.3
S01:N23,7838,47.659477,-122.314070,111236.6
S01:N23,7839,47.662107,-122.314008,112196.1
S01:N23,7840,47.662588,-122.314011,112371.7
S01:N23,7841,47.663069,-122.314024,112547.2
S01:N23,7842,47.663550,-122.314048,112722.7
S01:N23,7843,47.664031,-122.314082,112898.2
S01:N23,7844,47.664511,-122.314126,113073.8
S01:N23,7845,47.664991,-122.314181,113249.3
S01:N23,7846,47.665470,-122.314246,113424.8
S01:N23,7847,47.665949,-122.314321,113600.3
S01:N23,7848,47.674801,-122.315812,116850.0
S01:N23,7849,47.675191,-122.315854,116992.8
S01:N23,7850,47.675387,-122.315866,117064.2
S01:N23,7851,47.677437,-122.315900,117812.0
S01:N23,7852,47.677682,-122.315912,117901.5
S01:N23,7853,47.677896,-122.315934,117979.9
S01:N23,7854,47.678086,-122.315965,118049.4
S01:N23,7855,47.678274,-122.316006,118118.9
S01:N23,7856,47.678462,-122.316057,118188.5
S01:N23,7857,47.678648,-122.316119,118258.0
S01:N23,7858,47.678832,-122.316190,118327.4
S01:N23,7859,47.679015,-122.316271,118397.0
S01:N23,7860,47.679195,-122.316362,118466.5
S01:N23,7861,47.679373,-122.316463,118536.0
S01:N23,7862,47.679548,-122.316573,118605.5
S01:N23,7863,47.679721,-122.316693,118675.0
S01:N23,7864,47.679890,-122.316822,118744.5
S01:N23,7865,47.680057,-122.316960,118814.0
S01:N23,7866,47.680219,-122.317107,118883.5
S01:N23,7867,47.680378,-122.317262,118953.0
S01:N23,7868,47.680612,-122.317514,119058.3
S01:N23,7869,47.680861,-122.317808,119174.6
S01:N23,7870,47.687713,-122.326070,122397.6
S01:N23,7871,47.687899,-122.326289,122484.2
S01:N23,7872,47.688073,-122.326482,122563.9
S01:N23,7873,47.688252,-122.326668,122643.5
S01:N23,7874,47.688435,-122.326846,122723.2
S01:N23,7875,47.688621,-122.327015,122802.8
S01:N23,7876,47.688810,-122.327175,122882.4
S01:N23,7877,47.689003,-122.327327,122962.1
S01:N23,7878,47.689199,-122.327470,123041.7
S01:N23,7879,47.689398,-122.327604,123121.4
S01:N23,7880,47.689599,-122.327729,123201.0
S01:N23,7881,47.689803,-122.327844,123280.7
S01:N23,7882,47.690009,-122.327950,123360.3
S01:N23,7883,47.690218,-122.328046,123439.9
S01:N23,7884,47.690428,-122.328134,123519.6
S01:N23,7885,47.690640,-122.328211,123599.2
S01:N23,7886,47.690854,-122.328278,123678.9
S01:N23,7887,47.691068,-122.328336,123758.5
S01:N23,7888,47.691284,-122.328384,123838.1
S01:N23,7889,47.691501,-122.328422,123917.8
S01:N23,7890,47.691719,-122.328451,123997.4
S01:N23,7891,47.691936,-122.328469,124077.1
S01:N23,7892,47.692155,-122.328477,124156.7
S01:N23,7893,47.695336,-122.328410,125317.2
S01:N23,7894,47.695749,-122.328417,125468.1
S01:N23,7895,47.695955,-122.328433,125543.1
S01:N23,7896,47.696248,-122.328471,125650.6
S01:N23,7897,47.697578,-122.328703,126139.0
S01:N23,7898,47.697806,-122.328731,126222.4
S01:N23,7899,47.698034,-122.328750,126305.7
S01:N23,7900,47.698263,-122.328759,126389.1
S01:N23,7901,47.698491,-122.328758,126472.4
S01:N23,7902,47.698720,-122.328747,126555.8
S01:N23,7903,47.698948,-122.328727,126639.1
S01:N23,7904,47.699205,-122.328692,126733.3
S01:N23,7905,47.701502,-122.328266,127577.8
S01:N23,7906,47.701765,-122.328228,127674.2
S01:N23,7907,47.701947,-122.328213,127740.6
S01:N23,7908,47.702184,-122.328205,127827.1
S01:N23,7909,47.702624,-122.328208,127987.7
S01:N23,7910,47.704691,-122.328238,128741.6
S01:N23,7911,47.704892,-122.328252,128815.0
S01:N23,7912,47.704993,-122.328266,128852.2
S01:N23,7913,47.705236,-122.328318,128941.5
S01:N23,7914,47.705520,-122.328415,129047.9
S01:N23,7915,47.706378,-122.328764,129372.6
S01:N23,7916,47.706609,-122.328852,129459.6
S01:N23,7917,47.706911,-122.328947,129572.2
S01:N23,7918,47.707114,-122.328997,129647.3
S01:N23,7919,47.707318,-122.329037,129722.3
S01:N23,7920,47.707625,-122.329077,129834.8
S01:N23,7921,47.707831,-122.329090,129909.9
S01:N23,7922,47.708005,-122.329093,129973.5
S01:N23,7923,47.709007,-122.329054,130339.1
S01:N23,7924,47.709347,-122.329030,130462.9
S01:N23,7925,47.709533,-122.329006,130531.0
S01:N23,7926,47.709810,-122.328952,130633.2
S01:N23,7927,47.709994,-122.328903,130701.3
S01:N23,7928,47.710177,-122.328846,130769.4
S01:N23,7929,47.710358,-122.328778,130837.5
S01:N23,7930,47.710626,-122.328660,130939.7
S01:N23,7931,47.710803,-122.328570,131007.8
S01:N23,7932,47.710977,-122.328471,131075.8
S01:N23,7933,47.711234,-122.328305,131178.0
S01:N23,7934,47.711467,-122.328133,131273.2
S01:N23,7935,47.712729,-122.327098,131799.3
S01:N23,7936,47.712917,-122.326951,131876.7
S01:N23,7937,47.713086,-122.326829,131945.5
S01:N23,7938,47.713400,-122.326631,132069.7
S01:N23,7939,47.714308,-122.326119,132424.2
S01:N23,7940,47.714603,-122.325938,132540.8
S01:N23,7941,47.714757,-122.325833,132602.6
S01:N23,7942,47.714934,-122.325701,132674.8
S01:N23,7943,47.715917,-122.324930,133080.6
S01:N23,7944,47.716138,-122.324771,133170.0
S01:N23,7945,47.716330,-122.324644,133246.8
S01:N23,7946,47.716525,-122.324525,133323.6
S01:N23,7947,47.716722,-122.324415,133400.4
S01:N23,7948,47.716921,-122.324314,133477.2
S01:N23,7949,47.717122,-122.324221,133554.0
S01:N23,7950,47.717325,-122.324137,133630.9
S01:N23,7951,47.717529,-122.324062,133707.7
S01:N23,7952,47.717735,-122.323996,133784.5
S01:N23,7953,47.717942,-122.323939,133861.3
S01:N23,7954,47.718150,-122.323891,133938.1
S01:N23,7955,47.718359,-122.323852,134014.9
S01:N23,7956,47.718569,-122.323823,134091.7
S01:N23,7957,47.718779,-122.323802,134168.5
S01:N23,7958,47.719950,-122.323755,134595.8
S01:N23,7959,47.720353,-122.323759,134742.9
S01:N23,7960,47.721597,-122.323833,135197.1
S01:N23,7961,47.722076,-122.323845,135371.7
S01:N23,7962,47.722418,-122.323839,135496.7
S01:N23,7963,47.725963,-122.323705,136790.3
S01:N23,7964,47.726426,-122.323692,136958.9
S01:N23,7965,47.731574,-122.323614,138836.8
S01:N23,7966,47.731938,-122.323616,138969.6
S01:N23,7967,47.732224,-122.323630,139074.0
S01:N23,7968,47.733095,-122.323694,139392.1
S01:N23,7969,47.733262,-122.323710,139453.4
S01:N23,7970,47.733411,-122.323734,139507.9
S01:N23,7971,47.733550,-122.323764,139559.3
S01:N23,7972,47.733688,-122.323802,139610.5
S01:N23,7973,47.733826,-122.323849,139661.9
S01:N23,7974,47.733961,-122.323903,139713.2
S01:N23,7975,47.734154,-122.323995,139787.1
S01:N23,7976,47.734812,-122.324359,140043.2
S01:N23,7977,47.735158,-122.324564,140179.1
